srxAccession,cluster,nClusterCells,studyAccession,diseaseArea,diseased,nCells,proportion
SRX19844848,5,4,PRJNA945854,IPF / Pulmonary Fibrosis,True,14,0.2857142857142857
SRX19844848,6,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,14,0.07142857142857142
SRX19844849,1,3,PRJNA945854,IPF / Pulmonary Fibrosis,True,8,0.375
SRX19844849,21,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,8,0.125
SRX19844849,36,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,8,0.125
SRX19844849,5,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,8,0.125
SRX19844849,6,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,8,0.125
SRX19844849,9,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,8,0.125
SRX19844850,20,2,PRJNA945854,IPF / Pulmonary Fibrosis,True,6,0.3333333333333333
SRX19844850,21,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,6,0.16666666666666666
SRX19844850,26,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,6,0.16666666666666666
SRX19844850,44,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,6,0.16666666666666666
SRX19844850,9,1,PRJNA945854,IPF / Pulmonary Fibrosis,True,6,0.16666666666666666
SRX19907927,31,2,PRJNA953399,Other,False,9,0.2222222222222222
SRX19907927,43,1,PRJNA953399,Other,False,9,0.1111111111111111
SRX19907927,44,3,PRJNA953399,Other,False,9,0.3333333333333333
SRX19907927,45,3,PRJNA953399,Other,False,9,0.3333333333333333
SRX19910910,1,6,PRJNA953640,Lung Cancer,False,66,0.09090909090909091
SRX19910910,13,1,PRJNA953640,Lung Cancer,False,66,0.015151515151515152
SRX19910910,14,8,PRJNA953640,Lung Cancer,False,66,0.12121212121212122
SRX19910910,20,1,PRJNA953640,Lung Cancer,False,66,0.015151515151515152
SRX19910910,26,3,PRJNA953640,Lung Cancer,False,66,0.045454545454545456
SRX19910910,34,10,PRJNA953640,Lung Cancer,False,66,0.15151515151515152
SRX19910910,36,6,PRJNA953640,Lung Cancer,False,66,0.09090909090909091
SRX19910910,38,8,PRJNA953640,Lung Cancer,False,66,0.12121212121212122
SRX19910910,4,4,PRJNA953640,Lung Cancer,False,66,0.06060606060606061
SRX19910910,59,2,PRJNA953640,Lung Cancer,False,66,0.030303030303030304
SRX19910910,8,16,PRJNA953640,Lung Cancer,False,66,0.24242424242424243
SRX19910910,9,1,PRJNA953640,Lung Cancer,False,66,0.015151515151515152
SRX19910912,1,4,PRJNA953640,Lung Cancer,False,75,0.05333333333333334
SRX19910912,13,1,PRJNA953640,Lung Cancer,False,75,0.013333333333333334
SRX19910912,14,4,PRJNA953640,Lung Cancer,False,75,0.05333333333333334
SRX19910912,17,1,PRJNA953640,Lung Cancer,False,75,0.013333333333333334
SRX19910912,20,2,PRJNA953640,Lung Cancer,False,75,0.02666666666666667
SRX19910912,24,2,PRJNA953640,Lung Cancer,False,75,0.02666666666666667
SRX19910912,26,1,PRJNA953640,Lung Cancer,False,75,0.013333333333333334
SRX19910912,34,3,PRJNA953640,Lung Cancer,False,75,0.04
SRX19910912,36,17,PRJNA953640,Lung Cancer,False,75,0.22666666666666666
SRX19910912,38,19,PRJNA953640,Lung Cancer,False,75,0.25333333333333335
SRX19910912,4,3,PRJNA953640,Lung Cancer,False,75,0.04
SRX19910912,44,4,PRJNA953640,Lung Cancer,False,75,0.05333333333333334
SRX19910912,59,1,PRJNA953640,Lung Cancer,False,75,0.013333333333333334
SRX19910912,7,1,PRJNA953640,Lung Cancer,False,75,0.013333333333333334
SRX19910912,8,12,PRJNA953640,Lung Cancer,False,75,0.16
SRX19910914,1,1,PRJNA953640,Lung Cancer,False,96,0.010416666666666666
SRX19910914,13,1,PRJNA953640,Lung Cancer,False,96,0.010416666666666666
SRX19910914,14,4,PRJNA953640,Lung Cancer,False,96,0.041666666666666664
SRX19910914,20,2,PRJNA953640,Lung Cancer,False,96,0.020833333333333332
SRX19910914,26,8,PRJNA953640,Lung Cancer,False,96,0.08333333333333333
SRX19910914,34,1,PRJNA953640,Lung Cancer,False,96,0.010416666666666666
SRX19910914,36,13,PRJNA953640,Lung Cancer,False,96,0.13541666666666666
SRX19910914,38,10,PRJNA953640,Lung Cancer,False,96,0.10416666666666667
SRX19910914,52,7,PRJNA953640,Lung Cancer,False,96,0.07291666666666667
SRX19910914,59,3,PRJNA953640,Lung Cancer,False,96,0.03125
SRX19910914,60,1,PRJNA953640,Lung Cancer,False,96,0.010416666666666666
SRX19910914,8,39,PRJNA953640,Lung Cancer,False,96,0.40625
SRX19910914,9,6,PRJNA953640,Lung Cancer,False,96,0.0625
SRX19910918,1,1,PRJNA953640,Lung Cancer,False,66,0.015151515151515152
SRX19910918,14,4,PRJNA953640,Lung Cancer,False,66,0.06060606060606061
SRX19910918,21,2,PRJNA953640,Lung Cancer,False,66,0.030303030303030304
SRX19910918,23,1,PRJNA953640,Lung Cancer,False,66,0.015151515151515152
SRX19910918,26,2,PRJNA953640,Lung Cancer,False,66,0.030303030303030304
SRX19910918,36,5,PRJNA953640,Lung Cancer,False,66,0.07575757575757576
SRX19910918,38,16,PRJNA953640,Lung Cancer,False,66,0.24242424242424243
SRX19910918,5,1,PRJNA953640,Lung Cancer,False,66,0.015151515151515152
SRX19910918,7,1,PRJNA953640,Lung Cancer,False,66,0.015151515151515152
SRX19910918,8,23,PRJNA953640,Lung Cancer,False,66,0.3484848484848485
SRX19910918,9,10,PRJNA953640,Lung Cancer,False,66,0.15151515151515152
SRX19910919,1,1,PRJNA953640,Lung Cancer,False,46,0.021739130434782608
SRX19910919,14,3,PRJNA953640,Lung Cancer,False,46,0.06521739130434782
SRX19910919,20,1,PRJNA953640,Lung Cancer,False,46,0.021739130434782608
SRX19910919,26,1,PRJNA953640,Lung Cancer,False,46,0.021739130434782608
SRX19910919,32,1,PRJNA953640,Lung Cancer,False,46,0.021739130434782608
SRX19910919,34,2,PRJNA953640,Lung Cancer,False,46,0.043478260869565216
SRX19910919,36,6,PRJNA953640,Lung Cancer,False,46,0.13043478260869565
SRX19910919,38,9,PRJNA953640,Lung Cancer,False,46,0.1956521739130435
SRX19910919,4,3,PRJNA953640,Lung Cancer,False,46,0.06521739130434782
SRX19910919,43,1,PRJNA953640,Lung Cancer,False,46,0.021739130434782608
SRX19910919,44,6,PRJNA953640,Lung Cancer,False,46,0.13043478260869565
SRX19910919,59,1,PRJNA953640,Lung Cancer,False,46,0.021739130434782608
SRX19910919,8,6,PRJNA953640,Lung Cancer,False,46,0.13043478260869565
SRX19910919,9,5,PRJNA953640,Lung Cancer,False,46,0.10869565217391304
SRX19910921,1,1,PRJNA953640,Lung Cancer,False,30,0.03333333333333333
SRX19910921,14,1,PRJNA953640,Lung Cancer,False,30,0.03333333333333333
SRX19910921,20,6,PRJNA953640,Lung Cancer,False,30,0.2
SRX19910921,36,4,PRJNA953640,Lung Cancer,False,30,0.13333333333333333
SRX19910921,38,4,PRJNA953640,Lung Cancer,False,30,0.13333333333333333
SRX19910921,4,1,PRJNA953640,Lung Cancer,False,30,0.03333333333333333
SRX19910921,7,1,PRJNA953640,Lung Cancer,False,30,0.03333333333333333
SRX19910921,8,7,PRJNA953640,Lung Cancer,False,30,0.23333333333333334
SRX19910921,9,5,PRJNA953640,Lung Cancer,False,30,0.16666666666666666
SRX19910923,20,1,PRJNA953640,Lung Cancer,False,22,0.045454545454545456
SRX19910923,36,2,PRJNA953640,Lung Cancer,False,22,0.09090909090909091
SRX19910923,38,12,PRJNA953640,Lung Cancer,False,22,0.5454545454545454
SRX19910923,8,7,PRJNA953640,Lung Cancer,False,22,0.3181818181818182
SRX19910925,1,2,PRJNA953640,Other,False,79,0.02531645569620253
SRX19910925,14,1,PRJNA953640,Other,False,79,0.012658227848101266
SRX19910925,20,2,PRJNA953640,Other,False,79,0.02531645569620253
SRX19910925,26,2,PRJNA953640,Other,False,79,0.02531645569620253
SRX19910925,35,1,PRJNA953640,Other,False,79,0.012658227848101266
SRX19910925,36,12,PRJNA953640,Other,False,79,0.1518987341772152
SRX19910925,38,27,PRJNA953640,Other,False,79,0.34177215189873417
SRX19910925,52,3,PRJNA953640,Other,False,79,0.0379746835443038
SRX19910925,59,2,PRJNA953640,Other,False,79,0.02531645569620253
SRX19910925,7,1,PRJNA953640,Other,False,79,0.012658227848101266
SRX19910925,8,21,PRJNA953640,Other,False,79,0.26582278481012656
SRX19910925,9,5,PRJNA953640,Other,False,79,0.06329113924050633
SRX19910927,1,1,PRJNA953640,Lung Cancer,False,60,0.016666666666666666
SRX19910927,14,3,PRJNA953640,Lung Cancer,False,60,0.05
SRX19910927,20,1,PRJNA953640,Lung Cancer,False,60,0.016666666666666666
SRX19910927,34,3,PRJNA953640,Lung Cancer,False,60,0.05
SRX19910927,36,5,PRJNA953640,Lung Cancer,False,60,0.08333333333333333
SRX19910927,38,16,PRJNA953640,Lung Cancer,False,60,0.26666666666666666
SRX19910927,4,3,PRJNA953640,Lung Cancer,False,60,0.05
SRX19910927,6,1,PRJNA953640,Lung Cancer,False,60,0.016666666666666666
SRX19910927,8,21,PRJNA953640,Lung Cancer,False,60,0.35
SRX19910927,9,6,PRJNA953640,Lung Cancer,False,60,0.1
SRX19910929,1,1,PRJNA953640,Lung Cancer,False,34,0.029411764705882353
SRX19910929,21,1,PRJNA953640,Lung Cancer,False,34,0.029411764705882353
SRX19910929,26,1,PRJNA953640,Lung Cancer,False,34,0.029411764705882353
SRX19910929,36,2,PRJNA953640,Lung Cancer,False,34,0.058823529411764705
SRX19910929,38,14,PRJNA953640,Lung Cancer,False,34,0.4117647058823529
SRX19910929,8,14,PRJNA953640,Lung Cancer,False,34,0.4117647058823529
SRX19910929,9,1,PRJNA953640,Lung Cancer,False,34,0.029411764705882353
SRX19910932,0,1,PRJNA953640,Lung Cancer,False,51,0.0196078431372549
SRX19910932,1,2,PRJNA953640,Lung Cancer,False,51,0.0392156862745098
SRX19910932,14,5,PRJNA953640,Lung Cancer,False,51,0.09803921568627451
SRX19910932,20,2,PRJNA953640,Lung Cancer,False,51,0.0392156862745098
SRX19910932,24,1,PRJNA953640,Lung Cancer,False,51,0.0196078431372549
SRX19910932,26,1,PRJNA953640,Lung Cancer,False,51,0.0196078431372549
SRX19910932,36,2,PRJNA953640,Lung Cancer,False,51,0.0392156862745098
SRX19910932,38,23,PRJNA953640,Lung Cancer,False,51,0.45098039215686275
SRX19910932,59,1,PRJNA953640,Lung Cancer,False,51,0.0196078431372549
SRX19910932,6,1,PRJNA953640,Lung Cancer,False,51,0.0196078431372549
SRX19910932,8,9,PRJNA953640,Lung Cancer,False,51,0.17647058823529413
SRX19910932,9,3,PRJNA953640,Lung Cancer,False,51,0.058823529411764705
SRX19910933,14,2,PRJNA953640,Lung Cancer,False,66,0.030303030303030304
SRX19910933,20,2,PRJNA953640,Lung Cancer,False,66,0.030303030303030304
SRX19910933,21,6,PRJNA953640,Lung Cancer,False,66,0.09090909090909091
SRX19910933,36,5,PRJNA953640,Lung Cancer,False,66,0.07575757575757576
SRX19910933,38,9,PRJNA953640,Lung Cancer,False,66,0.13636363636363635
SRX19910933,4,1,PRJNA953640,Lung Cancer,False,66,0.015151515151515152
SRX19910933,60,1,PRJNA953640,Lung Cancer,False,66,0.015151515151515152
SRX19910933,8,31,PRJNA953640,Lung Cancer,False,66,0.4696969696969697
SRX19910933,9,9,PRJNA953640,Lung Cancer,False,66,0.13636363636363635
SRX19910935,1,2,PRJNA953640,Lung Cancer,False,68,0.029411764705882353
SRX19910935,14,3,PRJNA953640,Lung Cancer,False,68,0.04411764705882353
SRX19910935,20,4,PRJNA953640,Lung Cancer,False,68,0.058823529411764705
SRX19910935,24,1,PRJNA953640,Lung Cancer,False,68,0.014705882352941176
SRX19910935,26,5,PRJNA953640,Lung Cancer,False,68,0.07352941176470588
SRX19910935,36,19,PRJNA953640,Lung Cancer,False,68,0.27941176470588236
SRX19910935,38,16,PRJNA953640,Lung Cancer,False,68,0.23529411764705882
SRX19910935,4,4,PRJNA953640,Lung Cancer,False,68,0.058823529411764705
SRX19910935,44,1,PRJNA953640,Lung Cancer,False,68,0.014705882352941176
SRX19910935,52,1,PRJNA953640,Lung Cancer,False,68,0.014705882352941176
SRX19910935,8,11,PRJNA953640,Lung Cancer,False,68,0.16176470588235295
SRX19910935,9,1,PRJNA953640,Lung Cancer,False,68,0.014705882352941176
SRX19910941,1,3,PRJNA953640,Lung Cancer,False,121,0.024793388429752067
SRX19910941,13,1,PRJNA953640,Lung Cancer,False,121,0.008264462809917356
SRX19910941,14,12,PRJNA953640,Lung Cancer,False,121,0.09917355371900827
SRX19910941,20,1,PRJNA953640,Lung Cancer,False,121,0.008264462809917356
SRX19910941,21,2,PRJNA953640,Lung Cancer,False,121,0.01652892561983471
SRX19910941,32,3,PRJNA953640,Lung Cancer,False,121,0.024793388429752067
SRX19910941,34,3,PRJNA953640,Lung Cancer,False,121,0.024793388429752067
SRX19910941,36,10,PRJNA953640,Lung Cancer,False,121,0.08264462809917356
SRX19910941,38,13,PRJNA953640,Lung Cancer,False,121,0.10743801652892562
SRX19910941,4,4,PRJNA953640,Lung Cancer,False,121,0.03305785123966942
SRX19910941,52,24,PRJNA953640,Lung Cancer,False,121,0.19834710743801653
SRX19910941,60,1,PRJNA953640,Lung Cancer,False,121,0.008264462809917356
SRX19910941,7,5,PRJNA953640,Lung Cancer,False,121,0.04132231404958678
SRX19910941,8,34,PRJNA953640,Lung Cancer,False,121,0.2809917355371901
SRX19910941,9,5,PRJNA953640,Lung Cancer,False,121,0.04132231404958678
SRX20407493,0,4,PRJNA973717,Lung Cancer,True,115,0.034782608695652174
SRX20407493,1,31,PRJNA973717,Lung Cancer,True,115,0.26956521739130435
SRX20407493,13,6,PRJNA973717,Lung Cancer,True,115,0.05217391304347826
SRX20407493,14,4,PRJNA973717,Lung Cancer,True,115,0.034782608695652174
SRX20407493,24,4,PRJNA973717,Lung Cancer,True,115,0.034782608695652174
SRX20407493,26,3,PRJNA973717,Lung Cancer,True,115,0.02608695652173913
SRX20407493,34,4,PRJNA973717,Lung Cancer,True,115,0.034782608695652174
SRX20407493,36,23,PRJNA973717,Lung Cancer,True,115,0.2
SRX20407493,38,1,PRJNA973717,Lung Cancer,True,115,0.008695652173913044
SRX20407493,4,21,PRJNA973717,Lung Cancer,True,115,0.1826086956521739
SRX20407493,5,5,PRJNA973717,Lung Cancer,True,115,0.043478260869565216
SRX20407493,60,2,PRJNA973717,Lung Cancer,True,115,0.017391304347826087
SRX20407493,7,1,PRJNA973717,Lung Cancer,True,115,0.008695652173913044
SRX20407493,8,6,PRJNA973717,Lung Cancer,True,115,0.05217391304347826
SRX20407494,0,10,PRJNA973717,Lung Cancer,True,135,0.07407407407407407
SRX20407494,1,13,PRJNA973717,Lung Cancer,True,135,0.0962962962962963
SRX20407494,13,12,PRJNA973717,Lung Cancer,True,135,0.08888888888888889
SRX20407494,14,11,PRJNA973717,Lung Cancer,True,135,0.08148148148148149
SRX20407494,21,3,PRJNA973717,Lung Cancer,True,135,0.022222222222222223
SRX20407494,24,4,PRJNA973717,Lung Cancer,True,135,0.02962962962962963
SRX20407494,26,1,PRJNA973717,Lung Cancer,True,135,0.007407407407407408
SRX20407494,34,6,PRJNA973717,Lung Cancer,True,135,0.044444444444444446
SRX20407494,35,3,PRJNA973717,Lung Cancer,True,135,0.022222222222222223
SRX20407494,36,28,PRJNA973717,Lung Cancer,True,135,0.2074074074074074
SRX20407494,38,5,PRJNA973717,Lung Cancer,True,135,0.037037037037037035
SRX20407494,4,25,PRJNA973717,Lung Cancer,True,135,0.18518518518518517
SRX20407494,44,1,PRJNA973717,Lung Cancer,True,135,0.007407407407407408
SRX20407494,5,5,PRJNA973717,Lung Cancer,True,135,0.037037037037037035
SRX20407494,52,1,PRJNA973717,Lung Cancer,True,135,0.007407407407407408
SRX20407494,6,1,PRJNA973717,Lung Cancer,True,135,0.007407407407407408
SRX20407494,60,2,PRJNA973717,Lung Cancer,True,135,0.014814814814814815
SRX20407494,7,1,PRJNA973717,Lung Cancer,True,135,0.007407407407407408
SRX20407494,8,1,PRJNA973717,Lung Cancer,True,135,0.007407407407407408
SRX20407494,9,2,PRJNA973717,Lung Cancer,True,135,0.014814814814814815
SRX20407496,1,4,PRJNA973717,Lung Cancer,True,105,0.0380952380952381
SRX20407496,13,41,PRJNA973717,Lung Cancer,True,105,0.3904761904761905
SRX20407496,21,1,PRJNA973717,Lung Cancer,True,105,0.009523809523809525
SRX20407496,26,17,PRJNA973717,Lung Cancer,True,105,0.1619047619047619
SRX20407496,36,10,PRJNA973717,Lung Cancer,True,105,0.09523809523809523
SRX20407496,38,2,PRJNA973717,Lung Cancer,True,105,0.01904761904761905
SRX20407496,5,1,PRJNA973717,Lung Cancer,True,105,0.009523809523809525
SRX20407496,7,4,PRJNA973717,Lung Cancer,True,105,0.0380952380952381
SRX20407496,8,1,PRJNA973717,Lung Cancer,True,105,0.009523809523809525
SRX20407496,9,24,PRJNA973717,Lung Cancer,True,105,0.22857142857142856
SRX20407497,0,1,PRJNA973717,Lung Cancer,True,159,0.006289308176100629
SRX20407497,1,33,PRJNA973717,Lung Cancer,True,159,0.20754716981132076
SRX20407497,13,16,PRJNA973717,Lung Cancer,True,159,0.10062893081761007
SRX20407497,14,7,PRJNA973717,Lung Cancer,True,159,0.0440251572327044
SRX20407497,20,11,PRJNA973717,Lung Cancer,True,159,0.06918238993710692
SRX20407497,21,4,PRJNA973717,Lung Cancer,True,159,0.025157232704402517
SRX20407497,24,2,PRJNA973717,Lung Cancer,True,159,0.012578616352201259
SRX20407497,26,2,PRJNA973717,Lung Cancer,True,159,0.012578616352201259
SRX20407497,34,1,PRJNA973717,Lung Cancer,True,159,0.006289308176100629
SRX20407497,36,10,PRJNA973717,Lung Cancer,True,159,0.06289308176100629
SRX20407497,38,1,PRJNA973717,Lung Cancer,True,159,0.006289308176100629
SRX20407497,39,5,PRJNA973717,Lung Cancer,True,159,0.031446540880503145
SRX20407497,4,31,PRJNA973717,Lung Cancer,True,159,0.1949685534591195
SRX20407497,5,25,PRJNA973717,Lung Cancer,True,159,0.15723270440251572
SRX20407497,59,1,PRJNA973717,Lung Cancer,True,159,0.006289308176100629
SRX20407497,6,2,PRJNA973717,Lung Cancer,True,159,0.012578616352201259
SRX20407497,60,1,PRJNA973717,Lung Cancer,True,159,0.006289308176100629
SRX20407497,8,6,PRJNA973717,Lung Cancer,True,159,0.03773584905660377
SRX20407498,0,4,PRJNA973717,Lung Cancer,True,120,0.03333333333333333
SRX20407498,1,43,PRJNA973717,Lung Cancer,True,120,0.35833333333333334
SRX20407498,13,5,PRJNA973717,Lung Cancer,True,120,0.041666666666666664
SRX20407498,14,6,PRJNA973717,Lung Cancer,True,120,0.05
SRX20407498,20,14,PRJNA973717,Lung Cancer,True,120,0.11666666666666667
SRX20407498,21,2,PRJNA973717,Lung Cancer,True,120,0.016666666666666666
SRX20407498,24,4,PRJNA973717,Lung Cancer,True,120,0.03333333333333333
SRX20407498,34,2,PRJNA973717,Lung Cancer,True,120,0.016666666666666666
SRX20407498,36,5,PRJNA973717,Lung Cancer,True,120,0.041666666666666664
SRX20407498,38,1,PRJNA973717,Lung Cancer,True,120,0.008333333333333333
SRX20407498,4,3,PRJNA973717,Lung Cancer,True,120,0.025
SRX20407498,43,1,PRJNA973717,Lung Cancer,True,120,0.008333333333333333
SRX20407498,5,13,PRJNA973717,Lung Cancer,True,120,0.10833333333333334
SRX20407498,6,3,PRJNA973717,Lung Cancer,True,120,0.025
SRX20407498,8,8,PRJNA973717,Lung Cancer,True,120,0.06666666666666667
SRX20407498,9,6,PRJNA973717,Lung Cancer,True,120,0.05
SRX20407499,0,3,PRJNA973717,Lung Cancer,True,107,0.028037383177570093
SRX20407499,1,32,PRJNA973717,Lung Cancer,True,107,0.29906542056074764
SRX20407499,13,7,PRJNA973717,Lung Cancer,True,107,0.06542056074766354
SRX20407499,14,2,PRJNA973717,Lung Cancer,True,107,0.018691588785046728
SRX20407499,20,5,PRJNA973717,Lung Cancer,True,107,0.04672897196261682
SRX20407499,21,1,PRJNA973717,Lung Cancer,True,107,0.009345794392523364
SRX20407499,24,2,PRJNA973717,Lung Cancer,True,107,0.018691588785046728
SRX20407499,26,1,PRJNA973717,Lung Cancer,True,107,0.009345794392523364
SRX20407499,34,3,PRJNA973717,Lung Cancer,True,107,0.028037383177570093
SRX20407499,36,1,PRJNA973717,Lung Cancer,True,107,0.009345794392523364
SRX20407499,38,2,PRJNA973717,Lung Cancer,True,107,0.018691588785046728
SRX20407499,4,13,PRJNA973717,Lung Cancer,True,107,0.12149532710280374
SRX20407499,5,8,PRJNA973717,Lung Cancer,True,107,0.07476635514018691
SRX20407499,6,3,PRJNA973717,Lung Cancer,True,107,0.028037383177570093
SRX20407499,8,23,PRJNA973717,Lung Cancer,True,107,0.21495327102803738
SRX20407499,9,1,PRJNA973717,Lung Cancer,True,107,0.009345794392523364
SRX20811742,21,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,2,0.5
SRX20811742,9,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,2,0.5
SRX20811743,1,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.017543859649122806
SRX20811743,16,8,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.14035087719298245
SRX20811743,21,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.017543859649122806
SRX20811743,24,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.017543859649122806
SRX20811743,26,17,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.2982456140350877
SRX20811743,27,2,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.03508771929824561
SRX20811743,31,2,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.03508771929824561
SRX20811743,34,9,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.15789473684210525
SRX20811743,39,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.017543859649122806
SRX20811743,43,8,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.14035087719298245
SRX20811743,5,2,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.03508771929824561
SRX20811743,9,5,PRJNA988459,COVID-19 / SARS-CoV-2,True,57,0.08771929824561403
SRX20811744,0,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,12,0.08333333333333333
SRX20811744,17,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,12,0.08333333333333333
SRX20811744,24,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,12,0.08333333333333333
SRX20811744,26,4,PRJNA988459,COVID-19 / SARS-CoV-2,True,12,0.3333333333333333
SRX20811744,34,2,PRJNA988459,COVID-19 / SARS-CoV-2,True,12,0.16666666666666666
SRX20811744,39,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,12,0.08333333333333333
SRX20811744,4,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,12,0.08333333333333333
SRX20811744,45,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,12,0.08333333333333333
SRX20811745,24,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,19,0.05263157894736842
SRX20811745,26,11,PRJNA988459,COVID-19 / SARS-CoV-2,True,19,0.5789473684210527
SRX20811745,34,3,PRJNA988459,COVID-19 / SARS-CoV-2,True,19,0.15789473684210525
SRX20811745,5,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,19,0.05263157894736842
SRX20811745,9,3,PRJNA988459,COVID-19 / SARS-CoV-2,True,19,0.15789473684210525
SRX20811747,26,5,PRJNA988459,COVID-19 / SARS-CoV-2,True,8,0.625
SRX20811747,34,2,PRJNA988459,COVID-19 / SARS-CoV-2,True,8,0.25
SRX20811747,9,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,8,0.125
SRX20811748,1,2,PRJNA988459,COVID-19 / SARS-CoV-2,True,24,0.08333333333333333
SRX20811748,13,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,24,0.041666666666666664
SRX20811748,21,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,24,0.041666666666666664
SRX20811748,24,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,24,0.041666666666666664
SRX20811748,26,3,PRJNA988459,COVID-19 / SARS-CoV-2,True,24,0.125
SRX20811748,34,2,PRJNA988459,COVID-19 / SARS-CoV-2,True,24,0.08333333333333333
SRX20811748,39,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,24,0.041666666666666664
SRX20811748,43,1,PRJNA988459,COVID-19 / SARS-CoV-2,True,24,0.041666666666666664
